+2020-04-11-00.00.00 AirForce1  N°1.99633 E°79.30124
+2020-06-05-00.00.00 Navy7  N°12.75194 E°97.00043
+2020-06-05-00.00.00 AirForce8  N°16.16438 E°82.19192
+2020-06-05-00.00.00 Army8  N°28.94715 E°75.32238
+2020-06-05-00.00.00 Navy8  N°2.02658 E°74.08854
+2020-06-05-00.00.00 AirForce9  N°20.75474 E°70.80125
+2020-06-05-00.00.00 Army9  N°16.53624 E°80.03500
+2020-06-05-00.00.00 Navy9  N°14.29252 E°83.60974
+2020-06-05-00.00.00 AirForce10  N°19.36908 E°82.63391
+2020-06-05-00.00.00 Army10  N°21.66694 E°79.59574
+2020-06-05-00.00.00 Navy10  N°8.33373 E°75.96143
+2020-06-05-00.00.00 AirForce11  N°3.25182 E°74.12222
+2020-06-05-00.00.00 Army11  N°14.47044 E°79.25082
+2020-06-05-00.00.00 Navy11  N°5.32832 E°75.65239
+2020-06-05-00.00.00 AirForce12  N°4.77146 E°81.51442
+2020-06-05-00.00.00 Army12  N°25.29170 E°79.06030
+2020-06-05-00.00.00 Navy12  N°1.29569 E°65.83357
+2020-06-05-00.00.00 AirForce13  N°23.67638 E°74.12809
+2020-06-05-00.00.00 Army13  N°15.51560 E°75.57177
+2020-06-05-00.00.00 Navy13  N°15.03767 E°105.50780
+2020-06-05-00.00.00 AirForce14  N°14.99291 E°79.38412
+2020-06-05-00.00.00 Army14  N°21.32595 E°80.46175
+2020-06-05-00.00.00 Navy14  N°1.59127 E°74.13747
+2020-06-05-00.00.00 AirForce15  N°22.94823 E°90.13836
+2020-06-05-00.00.00 Army15  N°14.80078 E°79.50678
+2020-06-05-00.00.00 Navy15  N°3.31493 E°39.71758
+2020-06-05-00.00.00 AirForce16  N°19.84250 E°88.64967
+2020-06-05-00.00.00 Army16  N°23.94261 E°76.17527
+2020-06-05-00.00.00 Navy16  N°10.74805 E°108.38781
+2020-06-05-00.00.00 AirForce17  N°24.10195 E°71.75701
+2020-06-05-00.00.00 Army17  N°15.79244 E°74.98603
+2020-06-05-00.00.00 Navy17  N°2.62153 E°75.48816
+2020-06-05-00.00.00 AirForce18  N°4.89935 E°89.03073
+2020-06-05-00.00.00 Army18  N°26.08862 E°76.59486
+2020-06-05-00.00.00 Navy18  N°5.45214 E°84.37954
+2020-06-05-00.00.00 AirForce19  N°19.76438 E°83.97415
+2020-06-05-00.00.00 Army19  N°15.21772 E°73.99857
+2020-06-05-00.00.00 Navy19  N°6.79939 E°66.70057
+2020-06-05-00.00.00 AirForce20  N°11.68900 E°79.20052
+2020-06-05-00.00.00 Army20  N°26.23674 E°75.48552
+2020-06-05-00.00.00 Navy20  N°3.36787 E°73.71557
+2020-06-05-00.00.00 AirForce21  N°7.10252 E°82.94010
+2020-06-05-00.00.00 Army21  N°18.64724 E°80.21507
+2020-06-05-00.00.00 Navy21  N°6.84950 E°56.52094
+2020-06-05-00.00.00 AirForce22  N°5.99348 E°85.00188
+2020-06-05-00.00.00 Army22  N°23.43835 E°81.41393
+2020-06-05-00.00.00 Navy22  N°11.95318 E°74.62671
+2020-06-05-00.00.00 AirForce23  N°22.18722 E°87.60247
+2020-06-05-00.00.00 Army23  N°14.92840 E°76.80284
+2020-06-05-00.00.00 Navy23  N°3.62750 E°74.77656
+2020-06-05-00.00.00 AirForce24  N°0.47088 E°85.39369
+2020-06-05-00.00.00 Army24  N°28.24993 E°75.25755
+2020-06-05-00.00.00 Navy24  N°16.52744 E°83.32090
+2020-06-05-00.00.00 AirForce25  N°13.28397 E°75.75266
+2020-06-05-00.00.00 Army25  N°17.59605 E°79.00278
+2020-06-05-00.00.00 Navy25  N°13.41666 E°99.99943
+2020-06-05-00.00.00 AirForce26  N°12.43643 E°75.56353
+2020-06-05-00.00.00 Army26  N°25.09604 E°78.81387
+2020-06-05-00.00.00 Navy26  N°6.30670 E°77.35013
+2020-06-05-00.00.00 AirForce27  N°6.40397 E°80.68564
+2020-06-05-00.00.00 Army27  N°13.57140 E°75.62865
+2020-06-05-00.00.00 Navy27  N°15.62735 E°101.83019
+2020-06-05-00.00.00 AirForce28  N°14.67109 E°94.46264
+2020-06-05-00.00.00 Army28  N°26.22332 E°76.92456
+2020-06-05-00.00.00 Navy28  N°15.70377 E°88.11795
+2020-06-05-00.00.00 AirForce29  N°19.71767 E°75.63215
+2020-06-05-00.00.00 Army29  N°14.18785 E°77.78429
+2020-06-05-00.00.00 Navy29  N°0.87690 E°76.18960
+2020-06-05-00.00.00 AirForce30  N°7.46006 E°72.89320
+2020-06-05-00.00.00 Army30  N°21.17628 E°78.93468
+2020-06-05-00.00.00 Navy30  N°6.32453 E°47.21286
+2020-06-05-00.00.00 AirForce31  N°15.86962 E°85.69370
+2020-06-05-00.00.00 Army31  N°13.59825 E°77.05621
+2020-06-05-00.00.00 Navy31  N°12.37513 E°91.86293
+2020-06-05-00.00.00 AirForce32  N°19.95407 E°87.17703
+2020-06-05-00.00.00 Army32  N°25.25664 E°76.69335
+2020-06-05-00.00.00 Navy32  N°2.58483 E°79.29830
+2020-06-05-00.00.00 AirForce33  N°21.24670 E°72.60017
+2020-06-05-00.00.00 Army33  N°17.51092 E°76.02174
+2020-06-05-00.00.00 Navy33  N°16.13808 E°66.21465
+2020-06-05-00.00.00 AirForce34  N°21.71073 E°70.89902
+2020-06-05-00.00.00 Army34  N°26.45827 E°74.13288
+2020-06-05-00.00.00 Navy34  N°15.91273 E°93.65574
+2020-06-05-00.00.00 AirForce35  N°5.32367 E°80.55247
+2020-06-05-00.00.00 Army35  N°15.98618 E°79.71051
+2020-06-05-00.00.00 Navy35  N°1.52666 E°77.63058
+2020-06-05-00.00.00 AirForce36  N°2.28455 E°78.90606
+2020-06-05-00.00.00 Army36  N°23.63818 E°77.67753
+2020-06-05-00.00.00 Navy36  N°4.80111 E°68.25513
+2020-06-05-00.00.00 AirForce37  N°16.80497 E°78.72540
+2020-06-05-00.00.00 Army37  N°17.65124 E°78.42379
+2020-06-05-00.00.00 Navy37  N°12.12712 E°108.52679
+2020-06-05-00.00.00 AirForce38  N°5.85242 E°71.42396
+2020-06-05-00.00.00 Army38  N°21.24881 E°76.04705
+2020-06-05-00.00.00 Navy38  N°3.46078 E°77.07486
+2020-06-05-00.00.00 AirForce39  N°24.24825 E°73.90359
+2020-06-05-00.00.00 Army39  N°13.99130 E°76.91365
+2020-06-05-00.00.00 Navy39  N°5.07579 E°80.09755
+2020-06-05-00.00.00 AirForce40  N°13.50076 E°92.05331
+2020-06-05-00.00.00 Army40  N°21.60186 E°81.55418
+2020-06-05-00.00.00 Navy40  N°8.32422 E°86.77239
+2020-06-05-00.00.00 AirForce41  N°-0.79732 E°78.19695
+2020-06-05-00.00.00 Army41  N°19.30060 E°78.85045
+2020-06-05-00.00.00 Navy41  N°1.93662 E°74.07206
+2020-06-05-00.00.00 AirForce42  N°11.76342 E°93.03891
+2020-06-05-00.00.00 Army42  N°24.95755 E°81.08654
+2020-06-05-00.00.00 Navy42  N°15.71350 E°59.88967
+2020-06-05-00.00.00 AirForce43  N°19.05122 E°73.23300
+2020-06-05-00.00.00 Army43  N°16.14067 E°74.20640
+2020-06-05-00.00.00 Navy43  N°7.08227 E°83.66233
+2020-06-05-00.00.00 AirForce44  N°5.04505 E°86.34396
+2020-06-05-00.00.00 Army44  N°26.21583 E°73.59799
+2020-06-05-00.00.00 Navy44  N°2.80297 E°75.31327
+2020-06-05-00.00.00 AirForce45  N°18.60794 E°84.80456
+2020-06-05-00.00.00 Army45  N°16.19614 E°79.63896
+2020-06-05-00.00.00 Navy45  N°6.70563 E°87.57821
+2020-06-05-00.00.00 AirForce46  N°25.64038 E°75.70424
+2020-06-05-00.00.00 Army46  N°27.69758 E°77.22357
+2020-06-05-00.00.00 Navy46  N°4.70048 E°93.44528
+2020-06-05-00.00.00 AirForce47  N°3.82582 E°76.19527
+2020-06-05-00.00.00 Army47  N°17.93893 E°78.85914
+2020-06-05-00.00.00 Navy47  N°3.47086 E°77.85566
+2020-06-05-00.00.00 AirForce48  N°4.56663 E°88.26544
+2020-06-05-00.00.00 Army48  N°26.03299 E°83.12504
+2020-06-05-00.00.00 Navy48  N°4.86605 E°73.31199
+2020-06-05-00.00.00 AirForce49  N°5.67225 E°90.90209
+2020-06-05-00.00.00 Army49  N°19.43441 E°78.21596
+2020-06-05-00.00.00 Navy49  N°9.06810 E°65.00572
+2020-06-05-00.00.00 AirForce50  N°22.14919 E°76.93949
+2020-06-05-00.00.00 Army50  N°29.58250 E°77.99042
+2020-06-05-00.00.00 Navy50  N°4.51310 E°73.60403
+2020-06-06-00.00.00 AirForce1  N°5.00213 E°81.26284
+2020-06-06-00.00.00 Army1  N°14.66646 E°78.01026
+2020-06-06-00.00.00 Navy1  N°5.62523 E°93.14159
+2020-06-06-00.00.00 AirForce2  N°16.94397 E°91.88915
+2020-06-06-00.00.00 Army2  N°23.73366 E°79.05520
+2020-06-06-00.00.00 Navy2  N°5.13296 E°75.93150
+2020-06-06-00.00.00 AirForce3  N°24.51882 E°78.27038
+2020-06-06-00.00.00 Army3  N°19.48084 E°76.00905
+2020-06-06-00.00.00 Navy3  N°14.98108 E°41.45203
+2020-06-06-00.00.00 AirForce4  N°13.55935 E°90.34632
+2020-06-06-00.00.00 Army4  N°25.35429 E°82.02811
+2020-06-06-00.00.00 Navy4  N°9.11027 E°96.76901
+2020-06-06-00.00.00 AirForce5  N°18.65044 E°85.28830
+2020-06-06-00.00.00 Army5  N°16.42387 E°72.56888
+2020-06-06-00.00.00 Navy5  N°6.40117 E°77.07502
+2020-06-06-00.00.00 AirForce6  N°11.10005 E°79.63205
+2020-06-06-00.00.00 Army6  N°25.37773 E°81.71653
+2020-06-06-00.00.00 Navy6  N°5.96193 E°27.52031
+2020-06-06-00.00.00 AirForce7  N°16.70007 E°91.60465
+2020-06-06-00.00.00 Army7  N°18.60080 E°77.20702
+2020-06-06-00.00.00 Navy7  N°6.95129 E°67.32303
+2020-06-06-00.00.00 AirForce8  N°4.01764 E°75.60551
+2020-06-06-00.00.00 Army8  N°25.64741 E°75.23346
+2020-06-06-00.00.00 Navy8  N°4.70587 E°76.24201
+2020-06-06-00.00.00 AirForce9  N°23.93991 E°73.83887
+2020-06-06-00.00.00 Army9  N°17.93044 E°75.63981
+2020-06-06-00.00.00 Navy9  N°19.07427 E°64.54121
+2020-06-06-00.00.00 AirForce10  N°2.40822 E°72.23774
+2020-06-06-00.00.00 Army10  N°22.38857 E°75.61155
+2020-06-06-00.00.00 Navy10  N°12.62148 E°96.81738
+2020-06-06-00.00.00 AirForce11  N°25.61744 E°85.74521
+2020-06-06-00.00.00 Army11  N°19.49763 E°76.12733
+2020-06-06-00.00.00 Navy11  N°1.31620 E°75.96531
+2020-06-06-00.00.00 AirForce12  N°19.80459 E°78.23968
+2020-06-06-00.00.00 Army12  N°26.03321 E°74.86587
+2020-06-06-00.00.00 Navy12  N°14.43951 E°94.09076
+2020-06-06-00.00.00 AirForce13  N°16.46290 E°76.93136
+2020-06-06-00.00.00 Army13  N°16.11245 E°77.98437
+2020-06-06-00.00.00 Navy13  N°10.36938 E°85.21993
+2020-06-06-00.00.00 AirForce14  N°13.25756 E°88.88876
+2020-06-06-00.00.00 Army14  N°23.76526 E°82.49088
+2020-06-06-00.00.00 Navy14  N°2.77810 E°79.58095
+2020-06-06-00.00.00 AirForce15  N°8.65066 E°66.11330
+2020-06-06-00.00.00 Army15  N°17.37380 E°81.29886
+2020-06-06-00.00.00 Navy15  N°16.53041 E°61.47084
+2020-06-06-00.00.00 AirForce16  N°19.08115 E°68.09744
+2020-06-06-00.00.00 Army16  N°22.63752 E°82.43365
+2020-06-06-00.00.00 Navy16  N°6.02163 E°73.90017
+2020-06-06-00.00.00 AirForce17  N°3.85679 E°86.84318
+2020-06-06-00.00.00 Army17  N°18.02496 E°78.36887
+2020-06-06-00.00.00 Navy17  N°4.70025 E°80.24958
+2020-06-06-00.00.00 AirForce18  N°22.83283 E°86.55407
+2020-06-06-00.00.00 Army18  N°26.32577 E°78.83025
+2020-06-06-00.00.00 Navy18  N°15.51500 E°102.58870
+2020-06-06-00.00.00 AirForce19  N°17.44283 E°69.93644
+2020-06-06-00.00.00 Army19  N°18.99807 E°74.80935
+2020-06-06-00.00.00 Navy19  N°10.03149 E°63.14847
+2020-06-06-00.00.00 AirForce20  N°14.16468 E°80.25496
+2020-06-06-00.00.00 Army20  N°25.27856 E°75.59287
+2020-06-06-00.00.00 Navy20  N°4.11900 E°80.04076
+2020-06-06-00.00.00 AirForce21  N°26.21576 E°75.28714
+2020-06-06-00.00.00 Army21  N°16.33061 E°72.72587
+2020-06-06-00.00.00 Navy21  N°9.62546 E°54.55464
+2020-06-06-00.00.00 AirForce22  N°20.13010 E°79.33465
+2020-06-06-00.00.00 Army22  N°28.40297 E°80.76237
+2020-06-06-00.00.00 Navy22  N°5.68565 E°75.01279
+2020-06-06-00.00.00 AirForce23  N°16.65469 E°82.61436
+2020-06-06-00.00.00 Army23  N°17.52481 E°73.97235
+2020-06-06-00.00.00 Navy23  N°5.39919 E°74.46414
+2020-06-06-00.00.00 AirForce24  N°21.24941 E°82.79507
+2020-06-06-00.00.00 Army24  N°23.53745 E°82.69182
+2020-06-06-00.00.00 Navy24  N°4.52174 E°59.59076
+2020-06-06-00.00.00 AirForce25  N°6.71230 E°75.35868
+2020-06-06-00.00.00 Army25  N°16.65110 E°77.82303
+2020-06-06-00.00.00 Navy25  N°8.48703 E°96.32097
+2020-06-06-00.00.00 AirForce26  N°11.43150 E°83.69222
+2020-06-06-00.00.00 Army26  N°27.31771 E°75.91624
+2020-06-06-00.00.00 Navy26  N°4.03225 E°78.91136
+2020-06-06-00.00.00 AirForce27  N°1.04171 E°75.20989
+2020-06-06-00.00.00 Army27  N°18.15119 E°74.13353
+2020-06-06-00.00.00 Navy27  N°17.64518 E°57.59471
+2020-06-06-00.00.00 AirForce28  N°17.79399 E°92.53909
+2020-06-06-00.00.00 Army28  N°25.13600 E°75.28503
+2020-06-06-00.00.00 Navy28  N°6.92728 E°93.03343
+2020-06-06-00.00.00 AirForce29  N°23.80066 E°72.35278
+2020-06-06-00.00.00 Army29  N°15.12188 E°73.04114
+2020-06-06-00.00.00 Navy29  N°3.64494 E°75.83710
+2020-06-06-00.00.00 AirForce30  N°3.97620 E°87.07006
+2020-06-06-00.00.00 Army30  N°27.54430 E°77.63905
+2020-06-06-00.00.00 Navy30  N°13.33282 E°77.93776
+2020-06-06-00.00.00 AirForce31  N°17.52098 E°70.13698
+2020-06-06-00.00.00 Army31  N°17.21391 E°75.91773
+2020-06-06-00.00.00 Navy31  N°7.06714 E°77.95426
+2020-06-06-00.00.00 AirForce32  N°26.50519 E°80.31649
+2020-06-06-00.00.00 Army32  N°24.84077 E°76.54596
+2020-06-06-00.00.00 Navy32  N°0.95650 E°76.37474
+2020-06-06-00.00.00 AirForce33  N°15.49255 E°67.15037
+2020-06-06-00.00.00 Army33  N°18.71564 E°77.91985
+2020-06-06-00.00.00 Navy33  N°1.35614 E°52.73871
+2020-06-06-00.00.00 AirForce34  N°5.90390 E°69.51580
+2020-06-06-00.00.00 Army34  N°26.50238 E°74.72868
+2020-06-06-00.00.00 Navy34  N°14.05481 E°95.52199
+2020-06-06-00.00.00 AirForce35  N°15.79748 E°87.18741
+2020-06-06-00.00.00 Army35  N°15.54173 E°76.97321
+2020-06-06-00.00.00 Navy35  N°4.24985 E°78.96800
+2020-06-06-00.00.00 AirForce36  N°18.65929 E°92.99681
+2020-06-06-00.00.00 Army36  N°23.52124 E°73.99740
+2020-06-06-00.00.00 Navy36  N°11.29413 E°56.71565
+2020-06-06-00.00.00 AirForce37  N°13.71608 E°86.78950
+2020-06-06-00.00.00 Army37  N°17.11345 E°77.22462
+2020-06-06-00.00.00 Navy37  N°11.89559 E°105.25797
+2020-06-06-00.00.00 AirForce38  N°10.31130 E°72.41432
+2020-06-06-00.00.00 Army38  N°25.42670 E°73.72707
+2020-06-06-00.00.00 Navy38  N°2.66365 E°75.13223
+2020-06-06-00.00.00 AirForce39  N°16.21998 E°82.49632
+2020-06-06-00.00.00 Army39  N°14.83111 E°73.69555
+2020-06-06-00.00.00 Navy39  N°7.69649 E°39.11290
+2020-06-06-00.00.00 AirForce40  N°19.27954 E°76.91741
+2020-06-06-00.00.00 Army40  N°28.52897 E°75.05645
+2020-06-06-00.00.00 Navy40  N°9.89114 E°102.53840
+2020-06-06-00.00.00 AirForce41  N°5.56104 E°85.39203
+2020-06-06-00.00.00 Army41  N°16.28453 E°78.25531
+2020-06-06-00.00.00 Navy41  N°2.92068 E°77.62331
+2020-06-06-00.00.00 AirForce42  N°23.64158 E°83.06167
+2020-06-06-00.00.00 Army42  N°22.74700 E°79.86016
+2020-06-06-00.00.00 Navy42  N°7.56053 E°53.44586
+2020-06-06-00.00.00 AirForce43  N°-0.08558 E°78.44194
+2020-06-06-00.00.00 Army43  N°17.58494 E°75.90398
+2020-06-06-00.00.00 Navy43  N°14.53223 E°78.17763
+2020-06-06-00.00.00 AirForce44  N°1.92197 E°86.27224
+2020-06-06-00.00.00 Army44  N°24.36759 E°80.73981
+2020-06-06-00.00.00 Navy44  N°4.93603 E°75.13303
+2020-06-06-00.00.00 AirForce45  N°14.09157 E°92.50797
+2020-06-06-00.00.00 Army45  N°15.45435 E°81.15041
+2020-06-06-00.00.00 Navy45  N°3.64019 E°83.34346
+2020-06-06-00.00.00 AirForce46  N°11.56533 E°80.02902
+2020-06-06-00.00.00 Army46  N°23.68546 E°77.61764
+2020-06-06-00.00.00 Navy46  N°16.04484 E°78.35279
+2020-06-06-00.00.00 AirForce47  N°21.41416 E°75.77951
+2020-06-06-00.00.00 Army47  N°18.49407 E°76.64549
+2020-06-06-00.00.00 Navy47  N°4.35126 E°74.28631
+2020-06-06-00.00.00 AirForce48  N°20.37118 E°80.49782
+2020-06-06-00.00.00 Army48  N°24.30870 E°74.14490
+2020-06-06-00.00.00 Navy48  N°14.08572 E°25.91194
+2020-06-06-00.00.00 AirForce49  N°9.09725 E°84.28775
+2020-06-06-00.00.00 Army49  N°14.99781 E°74.33090
+2020-06-06-00.00.00 Navy49  N°12.73100 E°112.67530
+2020-06-06-00.00.00 AirForce50  N°14.23510 E°74.59846
+2020-06-06-00.00.00 Army50  N°27.19486 E°76.04911
+2020-06-06-00.00.00 Navy50  N°2.99771 E°75.68370
+2020-06-07-00.00.00 AirForce1  N°-0.53358 E°82.10556
+2020-06-07-00.00.00 Army1  N°16.29792 E°79.34389
+2020-06-07-00.00.00 Navy1  N°11.24120 E°111.23148
+2020-06-07-00.00.00 AirForce2  N°11.61440 E°87.59949
+2020-06-07-00.00.00 Army2  N°29.50070 E°78.99674
+2020-06-07-00.00.00 Navy2  N°6.18293 E°74.77430
+2020-06-07-00.00.00 AirForce3  N°21.65494 E°70.29988
+2020-06-07-00.00.00 Army3  N°16.12993 E°80.97307
+2020-06-07-00.00.00 Navy3  N°8.98838 E°80.45287
+2020-06-07-00.00.00 AirForce4  N°11.74035 E°78.43411
+2020-06-07-00.00.00 Army4  N°27.96297 E°77.74031
+2020-06-07-00.00.00 Navy4  N°13.47812 E°110.93077
+2020-06-07-00.00.00 AirForce5  N°12.73606 E°78.17938
+2020-06-07-00.00.00 Army5  N°17.04724 E°79.78968
+2020-06-07-00.00.00 Navy5  N°6.36818 E°78.59337
+2020-06-07-00.00.00 AirForce6  N°11.24253 E°69.28843
+2020-06-07-00.00.00 Army6  N°24.46794 E°81.67862
+2020-06-07-00.00.00 Navy6  N°5.23747 E°50.10974
+2020-06-07-00.00.00 AirForce7  N°19.42969 E°87.98303
+2020-06-07-00.00.00 Army7  N°14.50861 E°78.86815
+2020-06-07-00.00.00 Navy7  N°13.35715 E°70.24516
+2020-06-07-00.00.00 AirForce8  N°5.79798 E°73.16512
+2020-06-07-00.00.00 Army8  N°26.91229 E°82.68281
+2020-06-07-00.00.00 Navy8  N°3.67335 E°78.36858
+2020-06-07-00.00.00 AirForce9  N°24.58161 E°78.71575
+2020-06-07-00.00.00 Army9  N°15.80151 E°73.52009
+2020-06-07-00.00.00 Navy9  N°15.47051 E°71.80854
+2020-06-07-00.00.00 AirForce10  N°17.40424 E°70.77263
+2020-06-07-00.00.00 Army10  N°21.62630 E°76.59056
+2020-06-07-00.00.00 Navy10  N°8.19834 E°69.80513
+2020-06-07-00.00.00 AirForce11  N°14.23939 E°79.18279
+2020-06-07-00.00.00 Army11  N°17.16376 E°78.63818
+2020-06-07-00.00.00 Navy11  N°4.35372 E°76.89857
+2020-06-07-00.00.00 AirForce12  N°13.69422 E°72.30020
+2020-06-07-00.00.00 Army12  N°27.35610 E°76.72959
+2020-06-07-00.00.00 Navy12  N°16.36097 E°41.57295
+2020-06-07-00.00.00 AirForce13  N°0.77806 E°85.02139
+2020-06-07-00.00.00 Army13  N°19.19828 E°76.37566
+2020-06-07-00.00.00 Navy13  N°15.93810 E°77.33150
+2020-06-07-00.00.00 AirForce14  N°13.41223 E°76.36156
+2020-06-07-00.00.00 Army14  N°26.26120 E°80.09884
+2020-06-07-00.00.00 Navy14  N°4.12870 E°74.02398
+2020-06-07-00.00.00 AirForce15  N°23.68950 E°88.80623
+2020-06-07-00.00.00 Army15  N°14.38168 E°75.54141
+2020-06-07-00.00.00 Navy15  N°10.00757 E°44.82016
+2020-06-07-00.00.00 AirForce16  N°17.65752 E°94.03576
+2020-06-07-00.00.00 Army16  N°22.16076 E°77.40600
+2020-06-07-00.00.00 Navy16  N°11.12184 E°88.82680
+2020-06-07-00.00.00 AirForce17  N°12.91006 E°88.40742
+2020-06-07-00.00.00 Army17  N°14.80065 E°73.38075
+2020-06-07-00.00.00 Navy17  N°6.33882 E°76.37482
+2020-06-07-00.00.00 AirForce18  N°4.15775 E°71.86515
+2020-06-07-00.00.00 Army18  N°23.60736 E°77.73811
+2020-06-07-00.00.00 Navy18  N°18.47400 E°44.50834
+2020-06-07-00.00.00 AirForce19  N°9.75904 E°91.33103
+2020-06-07-00.00.00 Army19  N°14.30301 E°75.44834
+2020-06-07-00.00.00 Navy19  N°7.80730 E°104.14718
+2020-06-07-00.00.00 AirForce20  N°7.22250 E°87.45134
+2020-06-07-00.00.00 Army20  N°26.64967 E°76.32845
+2020-06-07-00.00.00 Navy20  N°1.43324 E°79.02562
+2020-06-07-00.00.00 AirForce21  N°20.95449 E°73.96379
+2020-06-07-00.00.00 Army21  N°17.25168 E°75.70234
+2020-06-07-00.00.00 Navy21  N°17.07470 E°62.92688
+2020-06-07-00.00.00 AirForce22  N°14.83666 E°81.90245
+2020-06-07-00.00.00 Army22  N°21.93922 E°81.02611
+2020-06-07-00.00.00 Navy22  N°5.41484 E°99.89475
+2020-06-07-00.00.00 AirForce23  N°13.78704 E°77.37367
+2020-06-07-00.00.00 Army23  N°15.77733 E°80.66562
+2020-06-07-00.00.00 Navy23  N°6.27154 E°76.48035
+2020-06-07-00.00.00 AirForce24  N°8.36506 E°72.39063
+2020-06-07-00.00.00 Army24  N°28.28809 E°81.62415
+2020-06-07-00.00.00 Navy24  N°5.57082 E°64.99016
+2020-06-07-00.00.00 AirForce25  N°15.66504 E°79.59034
+2020-06-07-00.00.00 Army25  N°17.88576 E°79.93116
+2020-06-07-00.00.00 Navy25  N°4.81086 E°90.17551
+2020-06-07-00.00.00 AirForce26  N°16.10684 E°91.84023
+2020-06-07-00.00.00 Army26  N°29.72412 E°78.69114
+2020-06-07-00.00.00 Navy26  N°3.79830 E°75.64792
+2020-06-07-00.00.00 AirForce27  N°22.69161 E°90.13888
+2020-06-07-00.00.00 Army27  N°15.01709 E°78.55596
+2020-06-07-00.00.00 Navy27  N°6.71264 E°40.79397
+2020-06-07-00.00.00 AirForce28  N°20.88698 E°91.98947
+2020-06-07-00.00.00 Army28  N°24.18178 E°74.64200
+2020-06-07-00.00.00 Navy28  N°4.82898 E°79.27367
+2020-06-07-00.00.00 AirForce29  N°16.47627 E°93.15952
+2020-06-07-00.00.00 Army29  N°14.54654 E°77.76244
+2020-06-07-00.00.00 Navy29  N°3.02904 E°78.12167
+2020-06-07-00.00.00 AirForce30  N°5.29520 E°80.08626
+2020-06-07-00.00.00 Army30  N°27.20808 E°74.26459
+2020-06-07-00.00.00 Navy30  N°15.20925 E°97.81586
+2020-06-07-00.00.00 AirForce31  N°13.26464 E°79.81130
+2020-06-07-00.00.00 Army31  N°18.08417 E°75.27997
+2020-06-07-00.00.00 Navy31  N°14.68459 E°70.51612
+2020-06-07-00.00.00 AirForce32  N°5.23248 E°86.55240
+2020-06-07-00.00.00 Army32  N°28.60573 E°75.84877
+2020-06-07-00.00.00 Navy32  N°3.94465 E°79.21414
+2020-06-07-00.00.00 AirForce33  N°10.13604 E°74.29817
+2020-06-07-00.00.00 Army33  N°16.61735 E°79.46806
+2020-06-07-00.00.00 Navy33  N°14.17802 E°85.22912
+2020-06-07-00.00.00 AirForce34  N°10.20837 E°90.18503
+2020-06-07-00.00.00 Army34  N°26.17789 E°73.64019
+2020-06-07-00.00.00 Navy34  N°6.01934 E°101.55944
+2020-06-07-00.00.00 AirForce35  N°13.83084 E°77.93209
+2020-06-07-00.00.00 Army35  N°17.38937 E°79.96385
+2020-06-07-00.00.00 Navy35  N°3.94546 E°80.55343
+2020-06-07-00.00.00 AirForce36  N°6.65149 E°86.82693
+2020-06-07-00.00.00 Army36  N°23.40899 E°73.90149
+2020-06-07-00.00.00 Navy36  N°12.80149 E°80.90163
+2020-06-07-00.00.00 AirForce37  N°12.31290 E°93.30284
+2020-06-07-00.00.00 Army37  N°14.10459 E°75.11033
+2020-06-07-00.00.00 Navy37  N°9.02319 E°73.55904
+2020-06-07-00.00.00 AirForce38  N°24.34071 E°74.08806
+2020-06-07-00.00.00 Army38  N°28.11384 E°80.40210
+2020-06-07-00.00.00 Navy38  N°5.40924 E°76.11170
+2020-06-07-00.00.00 AirForce39  N°5.98874 E°91.38733
+2020-06-07-00.00.00 Army39  N°16.62658 E°80.24293
+2020-06-07-00.00.00 Navy39  N°19.21142 E°67.09933
+2020-06-07-00.00.00 AirForce40  N°7.29062 E°75.34152
+2020-06-07-00.00.00 Army40  N°23.59154 E°81.32949
+2020-06-07-00.00.00 Navy40  N°5.06999 E°95.53426
+2020-06-07-00.00.00 AirForce41  N°24.61619 E°80.46993
+2020-06-07-00.00.00 Army41  N°14.41826 E°74.45979
+2020-06-07-00.00.00 Navy41  N°0.88103 E°77.46637
+2020-06-07-00.00.00 AirForce42  N°3.75332 E°79.83685
+2020-06-07-00.00.00 Army42  N°28.27853 E°78.48221
+2020-06-07-00.00.00 Navy42  N°6.74029 E°51.68781
+2020-06-07-00.00.00 AirForce43  N°10.80736 E°75.38258
+2020-06-07-00.00.00 Army43  N°18.13163 E°75.17551
+2020-06-07-00.00.00 Navy43  N°13.17416 E°106.76346
+2020-06-07-00.00.00 AirForce44  N°8.32251 E°81.99249
+2020-06-07-00.00.00 Army44  N°24.20030 E°74.64936
+2020-06-07-00.00.00 Navy44  N°2.71752 E°75.11034
+2020-06-07-00.00.00 AirForce45  N°7.07188 E°88.44244
